configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2149748,1.27
1,50%,xz,-3,1,2131652,2.552
10,100%,xz,-9,1,1738884,11.499
11,50%,lzma,-6,16,1778958,11.073
12,75%,xz,-3,32,2149748,1.251
13,50%,lzma,-3,16,2131278,2.493
14,50%,lzma,-6,32,1778958,11.026
15,50%,xz,-6,32,1797072,8.41
16,75%,lzma,-3,16,2131278,2.473
17,75%,lzma,-6,32,1778958,11.22
18,100%,lzma,-6,1,1778958,11.126
19,75%,lzma,-3,1,2131278,2.484
2,75%,xz,-9,16,1738892,11.549
20,75%,lzma,-6,1,1778958,11.043
21,75%,lzma,-6,16,1778958,11.04
22,100%,xz,-9,32,1738892,11.525
23,100%,xz,-9,16,1738892,11.56
24,50%,lzma,-9,32,1738572,11.451
25,50%,lzma,-3,32,2131278,2.451
26,100%,xz,-3,1,2131652,2.567
27,100%,lzma,-9,16,1738572,11.45
28,100%,lzma,-3,1,2131278,2.467
29,50%,lzma,-6,1,1778958,11.048
3,100%,xz,-6,32,1797072,8.347
4,50%,lzma,-3,1,2131278,2.47
5,75%,xz,-3,1,2131652,2.552
6,100%,lzma,-6,16,1778958,11.081
7,75%,xz,-6,32,1797072,8.406
8,50%,xz,-3,32,2149748,1.251
9,75%,xz,-9,32,1738892,11.534
