configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4248448,2.0
1,50%,xz,-3,1,4244480,3.039
10,100%,xz,-9,1,3763616,8.377
11,50%,lzma,-6,16,3786768,8.017
12,75%,xz,-3,32,4248448,2.009
13,50%,lzma,-3,16,4243773,2.967
14,50%,lzma,-6,32,3786768,7.987
15,50%,xz,-6,32,3787408,8.103
16,75%,lzma,-3,16,4243773,2.974
17,75%,lzma,-6,32,3786768,8.039
18,100%,lzma,-6,1,3786768,8.01
19,75%,lzma,-3,1,4243773,3.019
2,75%,xz,-9,16,3763624,8.397
20,75%,lzma,-6,1,3786768,7.998
21,75%,lzma,-6,16,3786768,8.036
22,100%,xz,-9,32,3763624,8.401
23,100%,xz,-9,16,3763624,8.387
24,50%,lzma,-9,32,3762987,8.264
25,50%,lzma,-3,32,4243773,2.994
26,100%,xz,-3,1,4244480,3.082
27,100%,lzma,-9,16,3762987,8.315
28,100%,lzma,-3,1,4243773,3.004
29,50%,lzma,-6,1,3786768,8.005
3,100%,xz,-6,32,3787408,8.118
4,50%,lzma,-3,1,4243773,2.993
5,75%,xz,-3,1,4244480,3.062
6,100%,lzma,-6,16,3786768,8.047
7,75%,xz,-6,32,3787408,8.073
8,50%,xz,-3,32,4248448,2.021
9,75%,xz,-9,32,3763624,8.401
