configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205657,1.153
1,tiff,1,1,0,1,1205640,1.152
10,png,1,0,1,1,1349600,2.559
11,png,1,0,0,1,1349691,2.581
12,png,0,1,0,0,3177566,5.009
13,png,0,0,0,0,3177564,5.007
14,png,0,0,0,1,3177559,5.0
15,png,0,1,1,0,3177561,4.975
2,tiff,1,0,1,1,1206030,1.151
3,tiff,1,0,0,1,1205640,1.204
4,tiff,0,1,0,0,3876303,1.308
5,tiff,0,0,0,0,3875898,1.311
6,tiff,0,0,0,1,3875940,1.346
7,tiff,0,1,1,0,3875893,1.315
8,png,1,1,1,1,1349661,2.548
9,png,1,1,0,1,1349606,2.532
