configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,111,0m3.142s
1,tiff,1,1,0,1,111,0m3.151s
10,png,1,0,1,1,111,0m3.136s
11,png,1,0,0,1,111,0m3.170s
12,png,0,1,0,0,111,0m3.135s
13,png,0,0,0,0,111,0m3.166s
14,png,0,0,0,1,111,0m3.135s
15,png,0,1,1,0,111,0m3.133s
2,tiff,1,0,1,1,111,0m3.134s
3,tiff,1,0,0,1,111,0m3.162s
4,tiff,0,1,0,0,111,0m3.158s
5,tiff,0,0,0,0,111,0m3.163s
6,tiff,0,0,0,1,111,0m3.194s
7,tiff,0,1,1,0,111,0m3.171s
8,png,1,1,1,1,111,0m3.136s
9,png,1,1,0,1,111,0m3.131s
