configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739164,0m1.697s
1,tiff,1,1,0,1,739164,0m1.688s
10,png,1,0,1,1,739163,0m1.682s
11,png,1,0,0,1,739161,0m1.689s
12,png,0,1,0,0,3168074,0m5.392s
13,png,0,0,0,0,3168074,0m5.361s
14,png,0,0,0,1,3168071,0m5.442s
15,png,0,1,1,0,3168075,0m5.428s
2,tiff,1,0,1,1,739158,0m1.766s
3,tiff,1,0,0,1,739163,0m1.720s
4,tiff,0,1,0,0,4807711,0m1.801s
5,tiff,0,0,0,0,4807718,0m1.797s
6,tiff,0,0,0,1,4807622,0m1.817s
7,tiff,0,1,1,0,4807718,0m1.797s
8,png,1,1,1,1,739164,0m1.696s
9,png,1,1,0,1,739163,0m1.716s
