configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612707,0m1.330s
1,tiff,1,1,0,1,1612699,0m1.301s
10,png,1,0,1,1,1577755,0m3.099s
11,png,1,0,0,1,1577747,0m3.077s
12,png,0,1,0,0,2357344,0m5.039s
13,png,0,0,0,0,2357351,0m5.080s
14,png,0,0,0,1,2341676,0m4.841s
15,png,0,1,1,0,2357335,0m5.050s
2,tiff,1,0,1,1,1612738,0m1.299s
3,tiff,1,0,0,1,1612694,0m1.305s
4,tiff,0,1,0,0,2761990,0m1.410s
5,tiff,0,0,0,0,2761889,0m1.404s
6,tiff,0,0,0,1,2744990,0m1.413s
7,tiff,0,1,1,0,2762028,0m1.387s
8,png,1,1,1,1,1577748,0m3.067s
9,png,1,1,0,1,1577751,0m3.098s
