configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3274052,0m5.414s
1,tiff,1,1,0,1,3274026,0m5.517s
10,png,1,0,1,1,3254941,0m8.855s
11,png,1,0,0,1,3254949,0m8.850s
12,png,0,1,0,0,8502350,0m26.071s
13,png,0,0,0,0,8502347,0m26.251s
14,png,0,0,0,1,8502326,0m26.028s
15,png,0,1,1,0,8502350,0m26.140s
2,tiff,1,0,1,1,3273959,0m5.468s
3,tiff,1,0,0,1,3274012,0m5.466s
4,tiff,0,1,0,0,10068892,0m6.193s
5,tiff,0,0,0,0,10068913,0m6.147s
6,tiff,0,0,0,1,10068862,0m6.169s
7,tiff,0,1,1,0,10068793,0m6.141s
8,png,1,1,1,1,3254947,0m8.888s
9,png,1,1,0,1,3254938,0m8.809s
