configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255348,0m8.263s
1,tiff,1,1,0,1,15255337,0m8.280s
10,png,1,0,1,1,15095063,0m24.836s
11,png,1,0,0,1,15095097,0m24.939s
12,png,0,1,0,0,14807411,0m31.528s
13,png,0,0,0,0,14807417,0m31.605s
14,png,0,0,0,1,14807387,0m31.645s
15,png,0,1,1,0,14807410,0m31.739s
2,tiff,1,0,1,1,15255386,0m8.290s
3,tiff,1,0,0,1,15255427,0m8.321s
4,tiff,0,1,0,0,14377362,0m8.733s
5,tiff,0,0,0,0,14377481,0m8.824s
6,tiff,0,0,0,1,14377057,0m8.803s
7,tiff,0,1,1,0,14377527,0m8.744s
8,png,1,1,1,1,15095089,0m24.929s
9,png,1,1,0,1,15095116,0m24.853s
