configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536649,0m1.869s
1,tiff,1,1,0,1,1536662,0m1.880s
10,png,1,0,1,1,1615769,0m3.510s
11,png,1,0,0,1,1615752,0m3.519s
12,png,0,1,0,0,1843145,0m3.716s
13,png,0,0,0,0,1843133,0m3.710s
14,png,0,0,0,1,1843155,0m3.733s
15,png,0,1,1,0,1843139,0m3.690s
2,tiff,1,0,1,1,1536642,0m1.883s
3,tiff,1,0,0,1,1536646,0m1.874s
4,tiff,0,1,0,0,1795117,0m1.865s
5,tiff,0,0,0,0,1794991,0m1.876s
6,tiff,0,0,0,1,1794999,0m1.878s
7,tiff,0,1,1,0,1795136,0m1.847s
8,png,1,1,1,1,1615743,0m3.544s
9,png,1,1,0,1,1615778,0m3.541s
