configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2213243,4.233
1,tiff,1,1,0,1,2214656,4.242
10,png,1,0,1,1,1753377,8.239
11,png,1,0,0,1,1753342,8.213
12,png,0,1,0,0,1894635,8.352
13,png,0,0,0,0,1894343,8.288
14,png,0,0,0,1,1894620,8.305
15,png,0,1,1,0,1894350,8.284
2,tiff,1,0,1,1,2214686,4.27
3,tiff,1,0,0,1,2214603,4.183
4,tiff,0,1,0,0,2400030,4.245
5,tiff,0,0,0,0,2400347,4.24
6,tiff,0,0,0,1,2401020,4.267
7,tiff,0,1,1,0,2400364,4.272
8,png,1,1,1,1,1753455,8.287
9,png,1,1,0,1,1753299,8.296
