configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175428,0.171
1,tiff,1,1,0,1,175428,0.173
10,png,1,0,1,1,169388,0.205
11,png,1,0,0,1,169383,0.171
12,png,0,1,0,0,1185047,2.927
13,png,0,0,0,0,1185036,2.884
14,png,0,0,0,1,1184919,2.888
15,png,0,1,1,0,1185051,2.881
2,tiff,1,0,1,1,175427,0.172
3,tiff,1,0,0,1,175427,0.199
4,tiff,0,1,0,0,1698408,0.372
5,tiff,0,0,0,0,1698403,0.349
6,tiff,0,0,0,1,1696985,0.36
7,tiff,0,1,1,0,1698410,0.35
8,png,1,1,1,1,169395,0.173
9,png,1,1,0,1,169465,0.174
