configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1536651,1.901
1,tiff,1,1,0,1,1536639,1.851
10,png,1,0,1,1,1615781,3.553
11,png,1,0,0,1,1615756,3.534
12,png,0,1,0,0,1843163,3.71
13,png,0,0,0,0,1843145,3.697
14,png,0,0,0,1,1843149,3.721
15,png,0,1,1,0,1843142,3.688
2,tiff,1,0,1,1,1536670,1.87
3,tiff,1,0,0,1,1536639,1.892
4,tiff,0,1,0,0,1795136,1.906
5,tiff,0,0,0,0,1795106,1.859
6,tiff,0,0,0,1,1795124,1.851
7,tiff,0,1,1,0,1794973,1.882
8,png,1,1,1,1,1615739,3.598
9,png,1,1,0,1,1615747,3.602
