configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,739163,1.751
1,tiff,1,1,0,1,739164,1.724
10,png,1,0,1,1,739163,1.69
11,png,1,0,0,1,739164,1.724
12,png,0,1,0,0,3168070,5.467
13,png,0,0,0,0,3168074,5.455
14,png,0,0,0,1,3168071,5.455
15,png,0,1,1,0,3168074,5.429
2,tiff,1,0,1,1,739164,1.731
3,tiff,1,0,0,1,739164,1.718
4,tiff,0,1,0,0,4807717,1.826
5,tiff,0,0,0,0,4807724,1.812
6,tiff,0,0,0,1,4807710,1.82
7,tiff,0,1,1,0,4807724,1.858
8,png,1,1,1,1,739163,1.697
9,png,1,1,0,1,739165,1.694
