configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205625,1.17
1,tiff,1,1,0,1,1205815,1.147
10,png,1,0,1,1,1349717,2.505
11,png,1,0,0,1,1349687,2.53
12,png,0,1,0,0,3178080,5.034
13,png,0,0,0,0,3177551,4.996
14,png,0,0,0,1,3177538,4.975
15,png,0,1,1,0,3177549,5.006
2,tiff,1,0,1,1,1205965,1.167
3,tiff,1,0,0,1,1205574,1.22
4,tiff,0,1,0,0,3876291,1.329
5,tiff,0,0,0,0,3875939,1.317
6,tiff,0,0,0,1,3876288,1.352
7,tiff,0,1,1,0,3875969,1.332
8,png,1,1,1,1,1349686,2.863
9,png,1,1,0,1,1349681,2.531
