configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,10.343579282264391
1,1,1,0,1,0,1,10.330164368717028
10,1,0,1,1,1,0,10.329868810791998
11,1,0,1,1,1,1,10.364982638958553
12,0,0,1,1,1,1,10.305012218213411
13,1,0,1,0,1,1,10.298639050136568
14,0,1,1,1,0,0,10.314422795156476
15,0,0,1,0,0,1,10.363999664399438
16,1,1,1,1,0,1,10.34601179539946
17,0,1,0,1,0,1,10.27975409200156
18,0,1,0,0,1,0,10.323183705573014
19,0,1,0,0,0,1,10.234069204612977
2,1,0,1,1,0,0,9.477199503030231
20,1,0,0,0,0,1,10.344090162930103
21,0,0,0,0,0,1,10.373077660559106
22,1,1,0,1,0,0,10.266325677760156
23,0,1,1,0,1,0,10.369877959595982
24,1,1,1,1,1,0,10.287864392789123
25,0,1,1,0,0,1,10.280948702852717
26,1,1,1,0,0,0,10.302664816386192
27,0,0,1,0,1,0,10.392214354614481
28,1,0,0,0,1,0,10.38152325714681
29,1,1,0,0,1,1,10.350540372893082
3,1,0,1,0,0,0,10.338037989522249
4,1,1,1,1,1,1,10.320915844812918
5,1,0,0,1,1,1,10.337423260869313
6,1,0,0,1,0,1,10.20308605742111
7,0,0,0,1,1,1,10.265457559500208
8,0,0,1,1,0,1,10.362753476941325
9,0,1,1,1,1,1,10.378490383046591
