configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,13.583300980457269
1,1,1,0,1,0,1,13.583657922586324
10,1,0,1,1,1,0,13.569348563545285
11,1,0,1,1,1,1,13.59547527729715
12,0,0,1,1,1,1,13.607108428622386
13,1,0,1,0,1,1,13.526937771087624
14,0,1,1,1,0,0,13.606980587186982
15,0,0,1,0,0,1,13.620198289273727
16,1,1,1,1,0,1,13.568469148382473
17,0,1,0,1,0,1,13.627851330047731
18,0,1,0,0,1,0,13.385339644428955
19,0,1,0,0,0,1,13.650243826691199
2,1,0,1,1,0,0,13.571160605833132
20,1,0,0,0,0,1,13.510030441674518
21,0,0,0,0,0,1,13.597117480439449
22,1,1,0,1,0,0,13.636638416564754
23,0,1,1,0,1,0,13.61629411434253
24,1,1,1,1,1,0,13.644735767133485
25,0,1,1,0,0,1,13.57340608762699
26,1,1,1,0,0,0,13.626456484400704
27,0,0,1,0,1,0,13.611517722946624
28,1,0,0,0,1,0,13.559079274670935
29,1,1,0,0,1,1,13.64282196611972
3,1,0,1,0,0,0,13.577436094112024
4,1,1,1,1,1,1,13.585336064330043
5,1,0,0,1,1,1,13.609024133355836
6,1,0,0,1,0,1,13.64024072753784
7,0,0,0,1,1,1,13.54094942699507
8,0,0,1,1,0,1,13.62039770943286
9,0,1,1,1,1,1,13.62069098054784
