configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,27823.8416934703
1,1,1,0,1,0,1,31844.09132885393
10,1,0,1,1,1,0,27334.279099390173
11,1,0,1,1,1,1,32573.714315495963
12,0,0,1,1,1,1,27557.319223985887
13,1,0,1,0,1,1,27790.12894619831
14,0,1,1,1,0,0,27771.06643672224
15,0,0,1,0,0,1,32359.317865579396
16,1,1,1,1,0,1,28019.13146296291
17,0,1,0,1,0,1,28037.199756637103
18,0,1,0,0,1,0,27847.551364808493
19,0,1,0,0,0,1,27655.326139261157
2,1,0,1,1,0,0,28167.34784702877
20,1,0,0,0,0,1,27806.66581392892
21,0,0,0,0,0,1,27312.70313822959
22,1,1,0,1,0,0,27526.06718562479
23,0,1,1,0,1,0,27683.42344287664
24,1,1,1,1,1,0,27737.250572774225
25,0,1,1,0,0,1,27557.09140411648
26,1,1,1,0,0,0,27760.735770540865
27,0,0,1,0,1,0,27647.680083164218
28,1,0,0,0,1,0,27689.785791817118
29,1,1,0,0,1,1,26519.993423041637
3,1,0,1,0,0,0,27248.995874502027
4,1,1,1,1,1,1,27583.163237160035
5,1,0,0,1,1,1,27368.092635519955
6,1,0,0,1,0,1,28000.77282132987
7,0,0,0,1,1,1,28167.030490810503
8,0,0,1,1,0,1,27994.42351083664
9,0,1,1,1,1,1,27830.73347898084
