configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001852,2.715
1,50%,xz,-3,1,3001844,2.682
10,100%,xz,-9,1,2750272,5.496
11,50%,lzma,-6,16,2749760,5.364
12,75%,xz,-3,32,3001852,2.717
13,50%,lzma,-3,16,3001334,2.655
14,50%,lzma,-6,32,2749760,5.398
15,50%,xz,-6,32,2750236,5.412
16,75%,lzma,-3,16,3001334,2.696
17,75%,lzma,-6,32,2749760,5.355
18,100%,lzma,-6,1,2749760,5.368
19,75%,lzma,-3,1,3001334,2.684
2,75%,xz,-9,16,2750280,5.505
20,75%,lzma,-6,1,2749760,5.384
21,75%,lzma,-6,16,2749760,5.368
22,100%,xz,-9,32,2750280,5.483
23,100%,xz,-9,16,2750280,5.51
24,50%,lzma,-9,32,2749803,5.477
25,50%,lzma,-3,32,3001334,2.664
26,100%,xz,-3,1,3001844,2.69
27,100%,lzma,-9,16,2749803,5.498
28,100%,lzma,-3,1,3001334,2.675
29,50%,lzma,-6,1,2749760,5.365
3,100%,xz,-6,32,2750236,5.411
4,50%,lzma,-3,1,3001334,2.679
5,75%,xz,-3,1,3001844,2.711
6,100%,lzma,-6,16,2749760,5.407
7,75%,xz,-6,32,2750236,5.408
8,50%,xz,-3,32,3001852,2.719
9,75%,xz,-9,32,2750280,5.486
