configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618072,1.881
1,50%,xz,-3,1,2618064,1.875
10,100%,xz,-9,1,2426816,3.117
11,50%,lzma,-6,16,2426397,3.065
12,75%,xz,-3,32,2618072,1.876
13,50%,lzma,-3,16,2617615,1.866
14,50%,lzma,-6,32,2426397,3.065
15,50%,xz,-6,32,2426824,3.097
16,75%,lzma,-3,16,2617615,1.849
17,75%,lzma,-6,32,2426397,3.05
18,100%,lzma,-6,1,2426397,3.057
19,75%,lzma,-3,1,2617615,1.844
2,75%,xz,-9,16,2426824,3.13
20,75%,lzma,-6,1,2426397,3.121
21,75%,lzma,-6,16,2426397,3.046
22,100%,xz,-9,32,2426824,3.107
23,100%,xz,-9,16,2426824,3.141
24,50%,lzma,-9,32,2426397,3.108
25,50%,lzma,-3,32,2617615,1.817
26,100%,xz,-3,1,2618064,1.834
27,100%,lzma,-9,16,2426397,3.056
28,100%,lzma,-3,1,2617615,1.866
29,50%,lzma,-6,1,2426397,3.066
3,100%,xz,-6,32,2426824,3.105
4,50%,lzma,-3,1,2617615,1.855
5,75%,xz,-3,1,2618064,1.848
6,100%,lzma,-6,16,2426397,3.082
7,75%,xz,-6,32,2426824,3.127
8,50%,xz,-3,32,2618072,1.881
9,75%,xz,-9,32,2426824,3.131
