configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677984,1.775
1,50%,xz,-3,1,1677976,1.766
10,100%,xz,-9,1,1317152,5.191
11,50%,lzma,-6,16,1316901,5.087
12,75%,xz,-3,32,1677984,1.794
13,50%,lzma,-3,16,1677670,1.741
14,50%,lzma,-6,32,1316901,5.103
15,50%,xz,-6,32,1317160,5.121
16,75%,lzma,-3,16,1677670,1.717
17,75%,lzma,-6,32,1316901,5.066
18,100%,lzma,-6,1,1316901,5.094
19,75%,lzma,-3,1,1677670,1.77
2,75%,xz,-9,16,1317160,5.215
20,75%,lzma,-6,1,1316901,5.078
21,75%,lzma,-6,16,1316901,5.106
22,100%,xz,-9,32,1317160,5.21
23,100%,xz,-9,16,1317160,5.18
24,50%,lzma,-9,32,1316901,5.163
25,50%,lzma,-3,32,1677670,1.7
26,100%,xz,-3,1,1677976,1.753
27,100%,lzma,-9,16,1316901,5.152
28,100%,lzma,-3,1,1677670,1.741
29,50%,lzma,-6,1,1316901,5.097
3,100%,xz,-6,32,1317160,5.101
4,50%,lzma,-3,1,1677670,1.73
5,75%,xz,-3,1,1677976,1.76
6,100%,lzma,-6,16,1316901,5.085
7,75%,xz,-6,32,1317160,5.09
8,50%,xz,-3,32,1677984,1.743
9,75%,xz,-9,32,1317160,5.172
