configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10432656,5.283
1,50%,xz,-3,1,10362252,12.748
10,100%,xz,-9,1,8385868,36.202
11,50%,lzma,-6,16,8627467,31.247
12,75%,xz,-3,32,10432656,5.368
13,50%,lzma,-3,16,10360607,12.622
14,50%,lzma,-6,32,8627467,31.261
15,50%,xz,-6,32,8712308,19.779
16,75%,lzma,-3,16,10360607,12.622
17,75%,lzma,-6,32,8627467,31.219
18,100%,lzma,-6,1,8627467,31.279
19,75%,lzma,-3,1,10360607,12.597
2,75%,xz,-9,16,8385876,36.112
20,75%,lzma,-6,1,8627467,31.393
21,75%,lzma,-6,16,8627467,31.373
22,100%,xz,-9,32,8385876,36.019
23,100%,xz,-9,16,8385876,36.052
24,50%,lzma,-9,32,8384529,36.186
25,50%,lzma,-3,32,10360607,12.713
26,100%,xz,-3,1,10362252,12.679
27,100%,lzma,-9,16,8384529,35.817
28,100%,lzma,-3,1,10360607,12.583
29,50%,lzma,-6,1,8627467,31.242
3,100%,xz,-6,32,8712308,19.529
4,50%,lzma,-3,1,10360607,12.689
5,75%,xz,-3,1,10362252,12.83
6,100%,lzma,-6,16,8627467,31.553
7,75%,xz,-6,32,8712308,19.625
8,50%,xz,-3,32,10432656,5.348
9,75%,xz,-9,32,8385876,36.177
