configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515656,0.491
1,50%,xz,-3,1,515648,0.49
10,100%,xz,-9,1,453260,1.56
11,50%,lzma,-6,16,453144,1.555
12,75%,xz,-3,32,515656,0.473
13,50%,lzma,-3,16,515524,0.463
14,50%,lzma,-6,32,453144,1.488
15,50%,xz,-6,32,453268,1.53
16,75%,lzma,-3,16,515524,0.441
17,75%,lzma,-6,32,453144,1.513
18,100%,lzma,-6,1,453144,1.487
19,75%,lzma,-3,1,515524,0.464
2,75%,xz,-9,16,453268,1.602
20,75%,lzma,-6,1,453144,1.486
21,75%,lzma,-6,16,453144,1.506
22,100%,xz,-9,32,453268,1.583
23,100%,xz,-9,16,453268,1.555
24,50%,lzma,-9,32,453144,1.566
25,50%,lzma,-3,32,515524,0.467
26,100%,xz,-3,1,515648,0.479
27,100%,lzma,-9,16,453144,1.54
28,100%,lzma,-3,1,515524,0.456
29,50%,lzma,-6,1,453144,1.488
3,100%,xz,-6,32,453268,1.538
4,50%,lzma,-3,1,515524,0.445
5,75%,xz,-3,1,515648,0.479
6,100%,lzma,-6,16,453144,1.541
7,75%,xz,-6,32,453268,1.533
8,50%,xz,-3,32,515656,0.483
9,75%,xz,-9,32,453268,1.583
