configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853744,2.946
1,50%,xz,-3,1,4853736,2.9
10,100%,xz,-9,1,4415072,3.682
11,50%,lzma,-6,16,4414351,3.739
12,75%,xz,-3,32,4853744,2.939
13,50%,lzma,-3,16,4852943,2.879
14,50%,lzma,-6,32,4414351,3.739
15,50%,xz,-6,32,4415080,3.78
16,75%,lzma,-3,16,4852943,2.858
17,75%,lzma,-6,32,4414351,3.726
18,100%,lzma,-6,1,4414351,3.725
19,75%,lzma,-3,1,4852943,2.86
2,75%,xz,-9,16,4415080,3.693
20,75%,lzma,-6,1,4414351,3.742
21,75%,lzma,-6,16,4414351,3.754
22,100%,xz,-9,32,4415080,3.652
23,100%,xz,-9,16,4415080,3.692
24,50%,lzma,-9,32,4414351,3.683
25,50%,lzma,-3,32,4852943,2.882
26,100%,xz,-3,1,4853736,2.897
27,100%,lzma,-9,16,4414351,3.668
28,100%,lzma,-3,1,4852943,2.876
29,50%,lzma,-6,1,4414351,3.751
3,100%,xz,-6,32,4415080,3.751
4,50%,lzma,-3,1,4852943,2.903
5,75%,xz,-3,1,4853736,2.907
6,100%,lzma,-6,16,4414351,3.727
7,75%,xz,-6,32,4415080,3.761
8,50%,xz,-3,32,4853744,2.966
9,75%,xz,-9,32,4415080,3.69
