configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382420,4.084
1,50%,xz,-3,1,3382412,4.093
10,100%,xz,-9,1,2830604,8.472
11,50%,lzma,-6,16,2831189,8.279
12,75%,xz,-3,32,3382420,4.082
13,50%,lzma,-3,16,3381840,4.121
14,50%,lzma,-6,32,2831189,8.375
15,50%,xz,-6,32,2831684,8.348
16,75%,lzma,-3,16,3381840,4.033
17,75%,lzma,-6,32,2831189,8.326
18,100%,lzma,-6,1,2831189,8.317
19,75%,lzma,-3,1,3381840,4.053
2,75%,xz,-9,16,2830612,8.46
20,75%,lzma,-6,1,2831189,8.386
21,75%,lzma,-6,16,2831189,8.257
22,100%,xz,-9,32,2830612,8.478
23,100%,xz,-9,16,2830612,8.474
24,50%,lzma,-9,32,2830116,8.394
25,50%,lzma,-3,32,3381840,4.085
26,100%,xz,-3,1,3382412,4.063
27,100%,lzma,-9,16,2830116,8.424
28,100%,lzma,-3,1,3381840,4.075
29,50%,lzma,-6,1,2831189,8.274
3,100%,xz,-6,32,2831684,8.324
4,50%,lzma,-3,1,3381840,4.045
5,75%,xz,-3,1,3382412,4.086
6,100%,lzma,-6,16,2831189,8.272
7,75%,xz,-6,32,2831684,8.345
8,50%,xz,-3,32,3382420,4.091
9,75%,xz,-9,32,2830612,8.479
