configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14838428,3.193
1,50%,xz,-3,1,14777004,9.976
10,100%,xz,-9,1,13374160,28.476
11,50%,lzma,-6,16,13497551,25.325
12,75%,xz,-3,32,14838428,3.216
13,50%,lzma,-3,16,14775082,9.885
14,50%,lzma,-6,32,13497551,25.592
15,50%,xz,-6,32,13577880,13.388
16,75%,lzma,-3,16,14775082,9.896
17,75%,lzma,-6,32,13497551,25.29
18,100%,lzma,-6,1,13497551,25.289
19,75%,lzma,-3,1,14775082,9.986
2,75%,xz,-9,16,13374168,28.591
20,75%,lzma,-6,1,13497551,25.355
21,75%,lzma,-6,16,13497551,25.285
22,100%,xz,-9,32,13374168,28.509
23,100%,xz,-9,16,13374168,28.625
24,50%,lzma,-9,32,13365111,28.356
25,50%,lzma,-3,32,14775082,9.89
26,100%,xz,-3,1,14777004,9.974
27,100%,lzma,-9,16,13365111,28.306
28,100%,lzma,-3,1,14775082,9.913
29,50%,lzma,-6,1,13497551,25.345
3,100%,xz,-6,32,13577880,13.466
4,50%,lzma,-3,1,14775082,9.883
5,75%,xz,-3,1,14777004,9.957
6,100%,lzma,-6,16,13497551,25.287
7,75%,xz,-6,32,13577880,13.513
8,50%,xz,-3,32,14838428,3.224
9,75%,xz,-9,32,13374168,28.497
