configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,72.58703775521545
1,1,1,0,1,0,1,52.38593878633192
10,1,0,1,1,1,0,58.7813281463831
11,1,0,1,1,1,1,51.393618454396524
12,0,0,1,1,1,1,54.5901281286717
13,1,0,1,0,1,1,76.17732152384751
14,0,1,1,1,0,0,57.585075169319715
15,0,0,1,0,0,1,62.979442174909934
16,1,1,1,1,0,1,53.78434533482321
17,0,1,0,1,0,1,66.7801609230809
18,0,1,0,0,1,0,61.591153810396975
19,0,1,0,0,0,1,66.98631117314736
2,1,0,1,1,0,0,50.580403492649715
20,1,0,0,0,0,1,64.78928368402651
21,0,0,0,0,0,1,62.5839793524279
22,1,1,0,1,0,0,60.936312973110226
23,0,1,1,0,1,0,55.385596565759656
24,1,1,1,1,1,0,60.98410211540365
25,0,1,1,0,0,1,55.791184200661476
26,1,1,1,0,0,0,57.19102124986607
27,0,0,1,0,1,0,67.57979008806672
28,1,0,0,0,1,0,53.5769317769541
29,1,1,0,0,1,1,59.582569310012566
3,1,0,1,0,0,0,54.18994081882771
4,1,1,1,1,1,1,71.98325970269343
5,1,0,0,1,1,1,69.78065024437115
6,1,0,0,1,0,1,78.17882681269855
7,0,0,0,1,1,1,56.18839225356022
8,0,0,1,1,0,1,51.1904491112428
9,0,1,1,1,1,1,59.77945392124617
