configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,12673821.562536536
1,1,1,0,1,0,1,12626788.12225502
10,1,0,1,1,1,0,12711367.316911152
11,1,0,1,1,1,1,12573503.87063309
12,0,0,1,1,1,1,12702317.97324806
13,1,0,1,0,1,1,12580719.986258766
14,0,1,1,1,0,0,12600308.41711911
15,0,0,1,0,0,1,12543354.79506858
16,1,1,1,1,0,1,12616153.269196095
17,0,1,0,1,0,1,12658197.856183864
18,0,1,0,0,1,0,12594917.480200242
19,0,1,0,0,0,1,12495015.085617807
2,1,0,1,1,0,0,12658730.281117978
20,1,0,0,0,0,1,12523393.812352018
21,0,0,0,0,0,1,12627293.23341149
22,1,1,0,1,0,0,12530114.706963904
23,0,1,1,0,1,0,12652843.26408116
24,1,1,1,1,1,0,12450093.233239055
25,0,1,1,0,0,1,12528878.567074185
26,1,1,1,0,0,0,12541486.502104316
27,0,0,1,0,1,0,11716181.158173908
28,1,0,0,0,1,0,12583027.054558976
29,1,1,0,0,1,1,12566326.524377167
3,1,0,1,0,0,0,12575415.810804985
4,1,1,1,1,1,1,12393407.832899638
5,1,0,0,1,1,1,11787342.90861648
6,1,0,0,1,0,1,12665796.99251461
7,0,0,0,1,1,1,12658155.542794047
8,0,0,1,1,0,1,12545170.24662394
9,0,1,1,1,1,1,12672849.207227955
