configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4244480,3.184
1,50%,xz,-3,1,4244480,3.175
10,100%,xz,-9,1,3763616,9.03
11,50%,lzma,-6,16,3786768,8.643
12,75%,xz,-3,32,4244480,3.192
13,50%,lzma,-3,16,4243773,3.091
14,50%,lzma,-6,32,3786768,8.636
15,50%,xz,-6,32,3787400,8.653
16,75%,lzma,-3,16,4243773,3.128
17,75%,lzma,-6,32,3786768,8.636
18,100%,lzma,-6,1,3786768,8.68
19,75%,lzma,-3,1,4243773,3.091
2,75%,xz,-9,16,3763616,8.987
20,75%,lzma,-6,1,3786768,8.664
21,75%,lzma,-6,16,3786768,8.627
22,100%,xz,-9,32,3763616,9.05
23,100%,xz,-9,16,3763616,9.044
24,50%,lzma,-9,32,3762987,8.948
25,50%,lzma,-3,32,4243773,3.142
26,100%,xz,-3,1,4244480,3.177
27,100%,lzma,-9,16,3762987,8.979
28,100%,lzma,-3,1,4243773,3.137
29,50%,lzma,-6,1,3786768,8.66
3,100%,xz,-6,32,3787400,8.69
4,50%,lzma,-3,1,4243773,3.146
5,75%,xz,-3,1,4244480,3.192
6,100%,lzma,-6,16,3786768,8.608
7,75%,xz,-6,32,3787400,8.69
8,50%,xz,-3,32,4244480,3.179
9,75%,xz,-9,32,3763616,8.985
