configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2131652,2.631
1,50%,xz,-3,1,2131652,2.657
10,100%,xz,-9,1,1738884,12.049
11,50%,lzma,-6,16,1778958,11.546
12,75%,xz,-3,32,2131652,2.651
13,50%,lzma,-3,16,2131278,2.592
14,50%,lzma,-6,32,1778958,11.55
15,50%,xz,-6,32,1779272,11.609
16,75%,lzma,-3,16,2131278,2.567
17,75%,lzma,-6,32,1778958,11.475
18,100%,lzma,-6,1,1778958,11.528
19,75%,lzma,-3,1,2131278,2.59
2,75%,xz,-9,16,1738884,11.973
20,75%,lzma,-6,1,1778958,11.51
21,75%,lzma,-6,16,1778958,11.529
22,100%,xz,-9,32,1738884,11.964
23,100%,xz,-9,16,1738884,11.992
24,50%,lzma,-9,32,1738572,11.893
25,50%,lzma,-3,32,2131278,2.572
26,100%,xz,-3,1,2131652,2.625
27,100%,lzma,-9,16,1738572,11.821
28,100%,lzma,-3,1,2131278,2.605
29,50%,lzma,-6,1,1778958,11.585
3,100%,xz,-6,32,1779272,11.644
4,50%,lzma,-3,1,2131278,2.588
5,75%,xz,-3,1,2131652,2.652
6,100%,lzma,-6,16,1778958,11.517
7,75%,xz,-6,32,1779272,11.595
8,50%,xz,-3,32,2131652,2.623
9,75%,xz,-9,32,1738884,11.956
