configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853736,2.972
1,50%,xz,-3,1,4853736,2.952
10,100%,xz,-9,1,4415072,3.737
11,50%,lzma,-6,16,4414351,3.793
12,75%,xz,-3,32,4853736,2.942
13,50%,lzma,-3,16,4852943,2.897
14,50%,lzma,-6,32,4414351,3.856
15,50%,xz,-6,32,4415072,3.773
16,75%,lzma,-3,16,4852943,2.88
17,75%,lzma,-6,32,4414351,3.827
18,100%,lzma,-6,1,4414351,3.802
19,75%,lzma,-3,1,4852943,2.957
2,75%,xz,-9,16,4415072,3.794
20,75%,lzma,-6,1,4414351,3.79
21,75%,lzma,-6,16,4414351,3.822
22,100%,xz,-9,32,4415072,3.735
23,100%,xz,-9,16,4415072,3.706
24,50%,lzma,-9,32,4414351,3.704
25,50%,lzma,-3,32,4852943,2.947
26,100%,xz,-3,1,4853736,2.942
27,100%,lzma,-9,16,4414351,3.716
28,100%,lzma,-3,1,4852943,2.928
29,50%,lzma,-6,1,4414351,3.769
3,100%,xz,-6,32,4415072,3.816
4,50%,lzma,-3,1,4852943,2.895
5,75%,xz,-3,1,4853736,2.942
6,100%,lzma,-6,16,4414351,3.778
7,75%,xz,-6,32,4415072,3.847
8,50%,xz,-3,32,4853736,2.92
9,75%,xz,-9,32,4415072,3.716
