configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272440,2.352
1,50%,xz,-3,1,3272440,2.312
10,100%,xz,-9,1,2849908,5.94
11,50%,lzma,-6,16,2849620,5.844
12,75%,xz,-3,32,3272440,2.331
13,50%,lzma,-3,16,3271884,2.291
14,50%,lzma,-6,32,2849620,5.832
15,50%,xz,-6,32,2850104,5.882
16,75%,lzma,-3,16,3271884,2.286
17,75%,lzma,-6,32,2849620,5.835
18,100%,lzma,-6,1,2849620,5.837
19,75%,lzma,-3,1,3271884,2.328
2,75%,xz,-9,16,2849908,5.909
20,75%,lzma,-6,1,2849620,5.793
21,75%,lzma,-6,16,2849620,6.029
22,100%,xz,-9,32,2849908,5.909
23,100%,xz,-9,16,2849908,5.942
24,50%,lzma,-9,32,2849422,5.882
25,50%,lzma,-3,32,3271884,2.296
26,100%,xz,-3,1,3272440,2.32
27,100%,lzma,-9,16,2849422,5.884
28,100%,lzma,-3,1,3271884,2.309
29,50%,lzma,-6,1,2849620,5.867
3,100%,xz,-6,32,2850104,5.893
4,50%,lzma,-3,1,3271884,2.317
5,75%,xz,-3,1,3272440,2.336
6,100%,lzma,-6,16,2849620,5.8
7,75%,xz,-6,32,2850104,5.813
8,50%,xz,-3,32,3272440,2.336
9,75%,xz,-9,32,2849908,5.898
