configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14838428,3.147
1,50%,xz,-3,1,14777004,9.761
10,100%,xz,-9,1,13374160,27.307
11,50%,lzma,-6,16,13497551,23.933
12,75%,xz,-3,32,14838428,3.19
13,50%,lzma,-3,16,14775082,9.697
14,50%,lzma,-6,32,13497551,23.948
15,50%,xz,-6,32,13577880,12.821
16,75%,lzma,-3,16,14775082,9.707
17,75%,lzma,-6,32,13497551,24.031
18,100%,lzma,-6,1,13497551,23.866
19,75%,lzma,-3,1,14775082,9.713
2,75%,xz,-9,16,13374168,27.161
20,75%,lzma,-6,1,13497551,24.048
21,75%,lzma,-6,16,13497551,23.925
22,100%,xz,-9,32,13374168,27.148
23,100%,xz,-9,16,13374168,27.265
24,50%,lzma,-9,32,13365111,27.019
25,50%,lzma,-3,32,14775082,9.657
26,100%,xz,-3,1,14777004,9.864
27,100%,lzma,-9,16,13365111,27.006
28,100%,lzma,-3,1,14775082,9.694
29,50%,lzma,-6,1,13497551,23.877
3,100%,xz,-6,32,13577880,12.705
4,50%,lzma,-3,1,14775082,9.646
5,75%,xz,-3,1,14777004,9.884
6,100%,lzma,-6,16,13497551,23.91
7,75%,xz,-6,32,13577880,12.724
8,50%,xz,-3,32,14838428,3.163
9,75%,xz,-9,32,13374168,27.222
