configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382420,4.022
1,50%,xz,-3,1,3382412,3.988
10,100%,xz,-9,1,2830604,8.002
11,50%,lzma,-6,16,2831189,7.777
12,75%,xz,-3,32,3382420,4.016
13,50%,lzma,-3,16,3381840,3.977
14,50%,lzma,-6,32,2831189,7.78
15,50%,xz,-6,32,2831684,7.855
16,75%,lzma,-3,16,3381840,3.92
17,75%,lzma,-6,32,2831189,7.811
18,100%,lzma,-6,1,2831189,7.765
19,75%,lzma,-3,1,3381840,4.011
2,75%,xz,-9,16,2830612,8.018
20,75%,lzma,-6,1,2831189,7.801
21,75%,lzma,-6,16,2831189,7.779
22,100%,xz,-9,32,2830612,7.965
23,100%,xz,-9,16,2830612,8.016
24,50%,lzma,-9,32,2830116,7.929
25,50%,lzma,-3,32,3381840,3.995
26,100%,xz,-3,1,3382412,3.954
27,100%,lzma,-9,16,2830116,7.971
28,100%,lzma,-3,1,3381840,3.978
29,50%,lzma,-6,1,2831189,7.852
3,100%,xz,-6,32,2831684,7.818
4,50%,lzma,-3,1,3381840,3.967
5,75%,xz,-3,1,3382412,3.961
6,100%,lzma,-6,16,2831189,7.801
7,75%,xz,-6,32,2831684,7.821
8,50%,xz,-3,32,3382420,3.992
9,75%,xz,-9,32,2830612,7.955
