configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618072,1.809
1,50%,xz,-3,1,2618064,1.82
10,100%,xz,-9,1,2426816,2.944
11,50%,lzma,-6,16,2426397,2.911
12,75%,xz,-3,32,2618072,1.814
13,50%,lzma,-3,16,2617615,1.783
14,50%,lzma,-6,32,2426397,2.913
15,50%,xz,-6,32,2426824,2.954
16,75%,lzma,-3,16,2617615,1.798
17,75%,lzma,-6,32,2426397,2.898
18,100%,lzma,-6,1,2426397,2.882
19,75%,lzma,-3,1,2617615,1.814
2,75%,xz,-9,16,2426824,2.949
20,75%,lzma,-6,1,2426397,2.912
21,75%,lzma,-6,16,2426397,2.919
22,100%,xz,-9,32,2426824,2.955
23,100%,xz,-9,16,2426824,2.946
24,50%,lzma,-9,32,2426397,2.906
25,50%,lzma,-3,32,2617615,1.798
26,100%,xz,-3,1,2618064,1.798
27,100%,lzma,-9,16,2426397,2.909
28,100%,lzma,-3,1,2617615,1.804
29,50%,lzma,-6,1,2426397,2.922
3,100%,xz,-6,32,2426824,2.953
4,50%,lzma,-3,1,2617615,1.806
5,75%,xz,-3,1,2618064,1.811
6,100%,lzma,-6,16,2426397,2.877
7,75%,xz,-6,32,2426824,2.917
8,50%,xz,-3,32,2618072,1.809
9,75%,xz,-9,32,2426824,2.989
