configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2149748,1.275
1,50%,xz,-3,1,2131652,2.566
10,100%,xz,-9,1,1738884,11.559
11,50%,lzma,-6,16,1778958,11.102
12,75%,xz,-3,32,2149748,1.294
13,50%,lzma,-3,16,2131278,2.504
14,50%,lzma,-6,32,1778958,11.073
15,50%,xz,-6,32,1797072,8.411
16,75%,lzma,-3,16,2131278,2.474
17,75%,lzma,-6,32,1778958,11.208
18,100%,lzma,-6,1,1778958,11.072
19,75%,lzma,-3,1,2131278,2.499
2,75%,xz,-9,16,1738892,11.609
20,75%,lzma,-6,1,1778958,11.069
21,75%,lzma,-6,16,1778958,11.163
22,100%,xz,-9,32,1738892,11.584
23,100%,xz,-9,16,1738892,11.572
24,50%,lzma,-9,32,1738572,11.453
25,50%,lzma,-3,32,2131278,2.529
26,100%,xz,-3,1,2131652,2.547
27,100%,lzma,-9,16,1738572,11.549
28,100%,lzma,-3,1,2131278,2.501
29,50%,lzma,-6,1,1778958,11.05
3,100%,xz,-6,32,1797072,8.412
4,50%,lzma,-3,1,2131278,2.496
5,75%,xz,-3,1,2131652,2.61
6,100%,lzma,-6,16,1778958,11.109
7,75%,xz,-6,32,1797072,8.396
8,50%,xz,-3,32,2149748,1.273
9,75%,xz,-9,32,1738892,11.587
