configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001852,2.652
1,50%,xz,-3,1,3001844,2.651
10,100%,xz,-9,1,2750272,5.235
11,50%,lzma,-6,16,2749760,5.144
12,75%,xz,-3,32,3001852,2.681
13,50%,lzma,-3,16,3001334,2.619
14,50%,lzma,-6,32,2749760,5.152
15,50%,xz,-6,32,2750236,5.183
16,75%,lzma,-3,16,3001334,2.607
17,75%,lzma,-6,32,2749760,5.132
18,100%,lzma,-6,1,2749760,5.163
19,75%,lzma,-3,1,3001334,2.612
2,75%,xz,-9,16,2750280,5.275
20,75%,lzma,-6,1,2749760,5.159
21,75%,lzma,-6,16,2749760,5.163
22,100%,xz,-9,32,2750280,5.275
23,100%,xz,-9,16,2750280,5.309
24,50%,lzma,-9,32,2749803,5.268
25,50%,lzma,-3,32,3001334,2.606
26,100%,xz,-3,1,3001844,2.638
27,100%,lzma,-9,16,2749803,5.274
28,100%,lzma,-3,1,3001334,2.62
29,50%,lzma,-6,1,2749760,5.124
3,100%,xz,-6,32,2750236,5.152
4,50%,lzma,-3,1,3001334,2.623
5,75%,xz,-3,1,3001844,2.633
6,100%,lzma,-6,16,2749760,5.168
7,75%,xz,-6,32,2750236,5.182
8,50%,xz,-3,32,3001852,2.623
9,75%,xz,-9,32,2750280,5.295
