configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10432656,5.212
1,50%,xz,-3,1,10362252,12.42
10,100%,xz,-9,1,8385868,33.751
11,50%,lzma,-6,16,8627467,29.167
12,75%,xz,-3,32,10432656,5.195
13,50%,lzma,-3,16,10360607,12.339
14,50%,lzma,-6,32,8627467,29.166
15,50%,xz,-6,32,8712308,18.307
16,75%,lzma,-3,16,10360607,12.34
17,75%,lzma,-6,32,8627467,29.368
18,100%,lzma,-6,1,8627467,29.178
19,75%,lzma,-3,1,10360607,12.372
2,75%,xz,-9,16,8385876,33.936
20,75%,lzma,-6,1,8627467,29.149
21,75%,lzma,-6,16,8627467,29.329
22,100%,xz,-9,32,8385876,33.951
23,100%,xz,-9,16,8385876,33.891
24,50%,lzma,-9,32,8384529,33.878
25,50%,lzma,-3,32,10360607,12.391
26,100%,xz,-3,1,10362252,12.369
27,100%,lzma,-9,16,8384529,34.172
28,100%,lzma,-3,1,10360607,12.31
29,50%,lzma,-6,1,8627467,29.138
3,100%,xz,-6,32,8712308,18.452
4,50%,lzma,-3,1,10360607,12.512
5,75%,xz,-3,1,10362252,12.492
6,100%,lzma,-6,16,8627467,29.198
7,75%,xz,-6,32,8712308,18.448
8,50%,xz,-3,32,10432656,5.304
9,75%,xz,-9,32,8385876,33.929
