configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,74305.30116310088
1,1,1,0,1,0,1,86451.87582847913
10,1,0,1,1,1,0,84452.6119503824
11,1,0,1,1,1,1,85584.16843512088
12,0,0,1,1,1,1,86268.49672054622
13,1,0,1,0,1,1,85359.93467574919
14,0,1,1,1,0,0,85090.08913186836
15,0,0,1,0,0,1,74397.85906768918
16,1,1,1,1,0,1,74606.03165892033
17,0,1,0,1,0,1,75568.21440697428
18,0,1,0,0,1,0,72515.0909342866
19,0,1,0,0,0,1,73951.58833221419
2,1,0,1,1,0,0,74488.3063042582
20,1,0,0,0,0,1,73782.93753337294
21,0,0,0,0,0,1,73794.85620334321
22,1,1,0,1,0,0,73128.47415098573
23,0,1,1,0,1,0,71477.78388277473
24,1,1,1,1,1,0,73305.5817948813
25,0,1,1,0,0,1,74704.92674509589
26,1,1,1,0,0,0,75647.83481901899
27,0,0,1,0,1,0,73917.88284991284
28,1,0,0,0,1,0,74299.84654109695
29,1,1,0,0,1,1,74819.57073468404
3,1,0,1,0,0,0,74647.68903444856
4,1,1,1,1,1,1,73792.10079174498
5,1,0,0,1,1,1,74334.16656978446
6,1,0,0,1,0,1,75024.54615588856
7,0,0,0,1,1,1,72578.52633656986
8,0,0,1,1,0,1,73831.66557445022
9,0,1,1,1,1,1,74572.73365818708
