configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.013855245595693249
1,1,1,0,1,0,1,0.013831632817757506
10,1,0,1,1,1,0,0.013904668617408055
11,1,0,1,1,1,1,0.013668302601201346
12,0,0,1,1,1,1,0.013659866068753444
13,1,0,1,0,1,1,0.013561208179150852
14,0,1,1,1,0,0,0.013801922603599043
15,0,0,1,0,0,1,0.013608540244693929
16,1,1,1,1,0,1,0.013826678569548528
17,0,1,0,1,0,1,0.01374700066725707
18,0,1,0,0,1,0,0.013780766977215144
19,0,1,0,0,0,1,0.013659461683561141
2,1,0,1,1,0,0,0.013806931254718477
20,1,0,0,0,0,1,0.013639067315320191
21,0,0,0,0,0,1,0.013481820137967348
22,1,1,0,1,0,0,0.013699583816778578
23,0,1,1,0,1,0,0.01391915962215339
24,1,1,1,1,1,0,0.01388483905933145
25,0,1,1,0,0,1,0.013805815193250788
26,1,1,1,0,0,0,0.013840647718953642
27,0,0,1,0,1,0,0.013736175705998376
28,1,0,0,0,1,0,0.0137202063404612
29,1,1,0,0,1,1,0.013749026753568528
3,1,0,1,0,0,0,0.0136618830384115
4,1,1,1,1,1,1,0.013595180538995845
5,1,0,0,1,1,1,0.013870692985130773
6,1,0,0,1,0,1,0.013748473291409245
7,0,0,0,1,1,1,0.013705988317903027
8,0,0,1,1,0,1,0.013594793998424122
9,0,1,1,1,1,1,0.0137822540237291
