configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677976,1.782
1,50%,xz,-3,1,1677976,1.779
10,100%,xz,-9,1,1317152,5.178
11,50%,lzma,-6,16,1316901,5.068
12,75%,xz,-3,32,1677976,1.745
13,50%,lzma,-3,16,1677670,1.752
14,50%,lzma,-6,32,1316901,5.102
15,50%,xz,-6,32,1317152,5.09
16,75%,lzma,-3,16,1677670,1.736
17,75%,lzma,-6,32,1316901,5.104
18,100%,lzma,-6,1,1316901,5.106
19,75%,lzma,-3,1,1677670,1.772
2,75%,xz,-9,16,1317152,5.135
20,75%,lzma,-6,1,1316901,5.056
21,75%,lzma,-6,16,1316901,5.064
22,100%,xz,-9,32,1317152,5.186
23,100%,xz,-9,16,1317152,5.217
24,50%,lzma,-9,32,1316901,5.144
25,50%,lzma,-3,32,1677670,1.726
26,100%,xz,-3,1,1677976,1.775
27,100%,lzma,-9,16,1316901,5.159
28,100%,lzma,-3,1,1677670,1.773
29,50%,lzma,-6,1,1316901,5.098
3,100%,xz,-6,32,1317152,5.096
4,50%,lzma,-3,1,1677670,1.725
5,75%,xz,-3,1,1677976,1.749
6,100%,lzma,-6,16,1316901,5.095
7,75%,xz,-6,32,1317152,5.143
8,50%,xz,-3,32,1677976,1.746
9,75%,xz,-9,32,1317152,5.168
