configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4244480,3.148
1,50%,xz,-3,1,4244480,3.164
10,100%,xz,-9,1,3763616,8.915
11,50%,lzma,-6,16,3786768,8.584
12,75%,xz,-3,32,4244480,3.168
13,50%,lzma,-3,16,4243773,3.145
14,50%,lzma,-6,32,3786768,8.546
15,50%,xz,-6,32,3787400,8.553
16,75%,lzma,-3,16,4243773,3.123
17,75%,lzma,-6,32,3786768,8.537
18,100%,lzma,-6,1,3786768,8.527
19,75%,lzma,-3,1,4243773,3.101
2,75%,xz,-9,16,3763616,8.909
20,75%,lzma,-6,1,3786768,8.507
21,75%,lzma,-6,16,3786768,8.491
22,100%,xz,-9,32,3763616,8.877
23,100%,xz,-9,16,3763616,8.982
24,50%,lzma,-9,32,3762987,8.943
25,50%,lzma,-3,32,4243773,3.113
26,100%,xz,-3,1,4244480,3.176
27,100%,lzma,-9,16,3762987,8.91
28,100%,lzma,-3,1,4243773,3.097
29,50%,lzma,-6,1,3786768,8.527
3,100%,xz,-6,32,3787400,8.558
4,50%,lzma,-3,1,4243773,3.094
5,75%,xz,-3,1,4244480,3.164
6,100%,lzma,-6,16,3786768,8.532
7,75%,xz,-6,32,3787400,8.686
8,50%,xz,-3,32,4244480,3.156
9,75%,xz,-9,32,3763616,8.919
