configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10362252,12.718
1,50%,xz,-3,1,10362252,12.705
10,100%,xz,-9,1,8385868,36.016
11,50%,lzma,-6,16,8627467,31.429
12,75%,xz,-3,32,10362252,12.829
13,50%,lzma,-3,16,10360607,12.762
14,50%,lzma,-6,32,8627467,31.446
15,50%,xz,-6,32,8628848,31.351
16,75%,lzma,-3,16,10360607,12.843
17,75%,lzma,-6,32,8627467,31.221
18,100%,lzma,-6,1,8627467,31.199
19,75%,lzma,-3,1,10360607,12.791
2,75%,xz,-9,16,8385868,36.215
20,75%,lzma,-6,1,8627467,31.258
21,75%,lzma,-6,16,8627467,31.188
22,100%,xz,-9,32,8385868,36.324
23,100%,xz,-9,16,8385868,36.347
24,50%,lzma,-9,32,8384529,35.837
25,50%,lzma,-3,32,10360607,12.797
26,100%,xz,-3,1,10362252,12.771
27,100%,lzma,-9,16,8384529,35.869
28,100%,lzma,-3,1,10360607,12.73
29,50%,lzma,-6,1,8627467,31.187
3,100%,xz,-6,32,8628848,31.282
4,50%,lzma,-3,1,10360607,12.724
5,75%,xz,-3,1,10362252,12.858
6,100%,lzma,-6,16,8627467,31.235
7,75%,xz,-6,32,8628848,31.215
8,50%,xz,-3,32,10362252,12.764
9,75%,xz,-9,32,8385868,36.31
