configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272440,2.338
1,50%,xz,-3,1,3272440,2.308
10,100%,xz,-9,1,2849908,5.892
11,50%,lzma,-6,16,2849620,5.833
12,75%,xz,-3,32,3272440,2.319
13,50%,lzma,-3,16,3271884,2.308
14,50%,lzma,-6,32,2849620,5.779
15,50%,xz,-6,32,2850104,5.83
16,75%,lzma,-3,16,3271884,2.344
17,75%,lzma,-6,32,2849620,5.815
18,100%,lzma,-6,1,2849620,5.779
19,75%,lzma,-3,1,3271884,2.321
2,75%,xz,-9,16,2849908,5.878
20,75%,lzma,-6,1,2849620,5.789
21,75%,lzma,-6,16,2849620,5.902
22,100%,xz,-9,32,2849908,5.895
23,100%,xz,-9,16,2849908,5.887
24,50%,lzma,-9,32,2849422,5.864
25,50%,lzma,-3,32,3271884,2.281
26,100%,xz,-3,1,3272440,2.323
27,100%,lzma,-9,16,2849422,5.854
28,100%,lzma,-3,1,3271884,2.31
29,50%,lzma,-6,1,2849620,5.879
3,100%,xz,-6,32,2850104,5.826
4,50%,lzma,-3,1,3271884,2.262
5,75%,xz,-3,1,3272440,2.328
6,100%,lzma,-6,16,2849620,5.799
7,75%,xz,-6,32,2850104,5.814
8,50%,xz,-3,32,3272440,2.314
9,75%,xz,-9,32,2849908,5.89
