configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14777004,10.032
1,50%,xz,-3,1,14777004,10.014
10,100%,xz,-9,1,13374160,28.586
11,50%,lzma,-6,16,13497551,25.428
12,75%,xz,-3,32,14777004,10.047
13,50%,lzma,-3,16,14775082,9.939
14,50%,lzma,-6,32,13497551,25.374
15,50%,xz,-6,32,13503600,25.466
16,75%,lzma,-3,16,14775082,9.971
17,75%,lzma,-6,32,13497551,25.346
18,100%,lzma,-6,1,13497551,25.387
19,75%,lzma,-3,1,14775082,9.927
2,75%,xz,-9,16,13374160,28.507
20,75%,lzma,-6,1,13497551,25.375
21,75%,lzma,-6,16,13497551,25.855
22,100%,xz,-9,32,13374160,28.783
23,100%,xz,-9,16,13374160,28.518
24,50%,lzma,-9,32,13365111,28.522
25,50%,lzma,-3,32,14775082,9.893
26,100%,xz,-3,1,14777004,10.056
27,100%,lzma,-9,16,13365111,28.402
28,100%,lzma,-3,1,14775082,9.976
29,50%,lzma,-6,1,13497551,25.327
3,100%,xz,-6,32,13503600,25.59
4,50%,lzma,-3,1,14775082,9.964
5,75%,xz,-3,1,14777004,10.057
6,100%,lzma,-6,16,13497551,25.363
7,75%,xz,-6,32,13503600,25.674
8,50%,xz,-3,32,14777004,10.08
9,75%,xz,-9,32,13374160,28.578
