configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,112,0m0.001s
1,tiff,1,1,0,1,112,0m0.001s
10,png,1,0,1,1,112,0m0.001s
11,png,1,0,0,1,112,0m0.001s
12,png,0,1,0,0,112,0m0.001s
13,png,0,0,0,0,112,0m0.001s
14,png,0,0,0,1,112,0m0.001s
15,png,0,1,1,0,112,0m0.001s
2,tiff,1,0,1,1,112,0m0.001s
3,tiff,1,0,0,1,112,0m0.001s
4,tiff,0,1,0,0,112,0m0.001s
5,tiff,0,0,0,0,112,0m0.001s
6,tiff,0,0,0,1,112,0m0.001s
7,tiff,0,1,1,0,112,0m0.001s
8,png,1,1,1,1,112,0m0.001s
9,png,1,1,0,1,112,0m0.001s
