configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2149748,1.272
1,50%,xz,-3,1,2131652,2.545
10,100%,xz,-9,1,1738884,11.619
11,50%,lzma,-6,16,1778958,11.084
12,75%,xz,-3,32,2149748,1.26
13,50%,lzma,-3,16,2131278,2.441
14,50%,lzma,-6,32,1778958,11.092
15,50%,xz,-6,32,1797072,8.354
16,75%,lzma,-3,16,2131278,2.504
17,75%,lzma,-6,32,1778958,11.087
18,100%,lzma,-6,1,1778958,11.09
19,75%,lzma,-3,1,2131278,2.495
2,75%,xz,-9,16,1738892,11.577
20,75%,lzma,-6,1,1778958,11.072
21,75%,lzma,-6,16,1778958,11.079
22,100%,xz,-9,32,1738892,11.569
23,100%,xz,-9,16,1738892,11.576
24,50%,lzma,-9,32,1738572,11.516
25,50%,lzma,-3,32,2131278,2.481
26,100%,xz,-3,1,2131652,2.536
27,100%,lzma,-9,16,1738572,11.472
28,100%,lzma,-3,1,2131278,2.48
29,50%,lzma,-6,1,1778958,11.11
3,100%,xz,-6,32,1797072,8.387
4,50%,lzma,-3,1,2131278,2.519
5,75%,xz,-3,1,2131652,2.564
6,100%,lzma,-6,16,1778958,11.051
7,75%,xz,-6,32,1797072,8.37
8,50%,xz,-3,32,2149748,1.279
9,75%,xz,-9,32,1738892,11.563
