configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853744,2.838
1,50%,xz,-3,1,4853736,2.835
10,100%,xz,-9,1,4415072,3.554
11,50%,lzma,-6,16,4414351,3.669
12,75%,xz,-3,32,4853744,2.85
13,50%,lzma,-3,16,4852943,2.798
14,50%,lzma,-6,32,4414351,3.612
15,50%,xz,-6,32,4415080,3.661
16,75%,lzma,-3,16,4852943,2.825
17,75%,lzma,-6,32,4414351,3.596
18,100%,lzma,-6,1,4414351,3.583
19,75%,lzma,-3,1,4852943,2.786
2,75%,xz,-9,16,4415080,3.592
20,75%,lzma,-6,1,4414351,3.59
21,75%,lzma,-6,16,4414351,3.657
22,100%,xz,-9,32,4415080,3.575
23,100%,xz,-9,16,4415080,3.574
24,50%,lzma,-9,32,4414351,3.551
25,50%,lzma,-3,32,4852943,2.842
26,100%,xz,-3,1,4853736,2.811
27,100%,lzma,-9,16,4414351,3.536
28,100%,lzma,-3,1,4852943,2.834
29,50%,lzma,-6,1,4414351,3.632
3,100%,xz,-6,32,4415080,3.66
4,50%,lzma,-3,1,4852943,2.824
5,75%,xz,-3,1,4853736,2.829
6,100%,lzma,-6,16,4414351,3.616
7,75%,xz,-6,32,4415080,3.665
8,50%,xz,-3,32,4853744,2.854
9,75%,xz,-9,32,4415080,3.605
