configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001852,2.655
1,50%,xz,-3,1,3001844,2.609
10,100%,xz,-9,1,2750272,5.26
11,50%,lzma,-6,16,2749760,5.179
12,75%,xz,-3,32,3001852,2.619
13,50%,lzma,-3,16,3001334,2.626
14,50%,lzma,-6,32,2749760,5.156
15,50%,xz,-6,32,2750236,5.16
16,75%,lzma,-3,16,3001334,2.589
17,75%,lzma,-6,32,2749760,5.17
18,100%,lzma,-6,1,2749760,5.179
19,75%,lzma,-3,1,3001334,2.605
2,75%,xz,-9,16,2750280,5.263
20,75%,lzma,-6,1,2749760,5.125
21,75%,lzma,-6,16,2749760,5.141
22,100%,xz,-9,32,2750280,5.271
23,100%,xz,-9,16,2750280,5.231
24,50%,lzma,-9,32,2749803,5.282
25,50%,lzma,-3,32,3001334,2.612
26,100%,xz,-3,1,3001844,2.631
27,100%,lzma,-9,16,2749803,5.235
28,100%,lzma,-3,1,3001334,2.598
29,50%,lzma,-6,1,2749760,5.135
3,100%,xz,-6,32,2750236,5.174
4,50%,lzma,-3,1,3001334,2.592
5,75%,xz,-3,1,3001844,2.647
6,100%,lzma,-6,16,2749760,5.179
7,75%,xz,-6,32,2750236,5.126
8,50%,xz,-3,32,3001852,2.641
9,75%,xz,-9,32,2750280,5.284
