configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273993,0m5.461s
1,tiff,1,1,0,1,3273893,0m5.470s
10,png,1,0,1,1,3254965,0m8.902s
11,png,1,0,0,1,3254965,0m8.863s
12,png,0,1,0,0,8502362,0m26.100s
13,png,0,0,0,0,8502351,0m26.188s
14,png,0,0,0,1,8502351,0m26.024s
15,png,0,1,1,0,8502342,0m26.172s
2,tiff,1,0,1,1,3273965,0m5.568s
3,tiff,1,0,0,1,3274007,0m5.453s
4,tiff,0,1,0,0,10068847,0m6.142s
5,tiff,0,0,0,0,10068884,0m6.211s
6,tiff,0,0,0,1,10068848,0m6.240s
7,tiff,0,1,1,0,10068874,0m6.178s
8,png,1,1,1,1,3254925,0m8.914s
9,png,1,1,0,1,3254946,0m8.845s
