configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213211,0m4.229s
1,tiff,1,1,0,1,2213131,0m4.247s
10,png,1,0,1,1,1753368,0m8.257s
11,png,1,0,0,1,1753700,0m8.269s
12,png,0,1,0,0,1894276,0m8.266s
13,png,0,0,0,0,1894538,0m8.303s
14,png,0,0,0,1,1894248,0m8.325s
15,png,0,1,1,0,1894635,0m8.272s
2,tiff,1,0,1,1,2214627,0m4.205s
3,tiff,1,0,0,1,2214639,0m4.282s
4,tiff,0,1,0,0,2399930,0m4.201s
5,tiff,0,0,0,0,2401253,0m4.232s
6,tiff,0,0,0,1,2400362,0m4.214s
7,tiff,0,1,1,0,2401342,0m4.309s
8,png,1,1,1,1,1753347,0m8.316s
9,png,1,1,0,1,1753270,0m8.250s
