configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362658,0m6.125s
1,tiff,1,1,0,1,6362662,0m6.141s
10,png,1,0,1,1,6662487,0m12.287s
11,png,1,0,0,1,6662494,0m12.325s
12,png,0,1,0,0,10651905,0m31.904s
13,png,0,0,0,0,10651901,0m32.086s
14,png,0,0,0,1,10651890,0m31.791s
15,png,0,1,1,0,10651938,0m32.050s
2,tiff,1,0,1,1,6362640,0m6.203s
3,tiff,1,0,0,1,6362638,0m6.111s
4,tiff,0,1,0,0,11409325,0m9.458s
5,tiff,0,0,0,0,11409254,0m9.639s
6,tiff,0,0,0,1,11409224,0m9.402s
7,tiff,0,1,1,0,11409260,0m9.426s
8,png,1,1,1,1,6662509,0m12.391s
9,png,1,1,0,1,6662749,0m12.427s
