configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205589,0m1.187s
1,tiff,1,1,0,1,1205840,0m1.151s
10,png,1,0,1,1,1349942,0m2.509s
11,png,1,0,0,1,1349682,0m2.511s
12,png,0,1,0,0,3177547,0m5.005s
13,png,0,0,0,0,3177570,0m5.038s
14,png,0,0,0,1,3177565,0m5.007s
15,png,0,1,1,0,3177530,0m5.005s
2,tiff,1,0,1,1,1205585,0m1.151s
3,tiff,1,0,0,1,1205844,0m1.174s
4,tiff,0,1,0,0,3875921,0m1.331s
5,tiff,0,0,0,0,3875965,0m1.314s
6,tiff,0,0,0,1,3876292,0m1.311s
7,tiff,0,1,1,0,3875955,0m1.409s
8,png,1,1,1,1,1349672,0m2.567s
9,png,1,1,0,1,1349676,0m2.545s
