configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536631,0m1.846s
1,tiff,1,1,0,1,1536653,0m1.870s
10,png,1,0,1,1,1615760,0m3.560s
11,png,1,0,0,1,1615767,0m3.554s
12,png,0,1,0,0,1843155,0m3.694s
13,png,0,0,0,0,1843151,0m3.702s
14,png,0,0,0,1,1843143,0m3.670s
15,png,0,1,1,0,1843138,0m3.703s
2,tiff,1,0,1,1,1536634,0m1.920s
3,tiff,1,0,0,1,1536651,0m1.879s
4,tiff,0,1,0,0,1795132,0m1.861s
5,tiff,0,0,0,0,1795122,0m1.860s
6,tiff,0,0,0,1,1795008,0m1.865s
7,tiff,0,1,1,0,1795018,0m1.892s
8,png,1,1,1,1,1615758,0m3.538s
9,png,1,1,0,1,1615753,0m3.542s
