configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,175421,0m0.198s
1,tiff,1,1,0,1,175421,0m0.204s
10,png,1,0,1,1,169419,0m0.203s
11,png,1,0,0,1,169395,0m0.200s
12,png,0,1,0,0,1185064,0m2.871s
13,png,0,0,0,0,1185045,0m2.927s
14,png,0,0,0,1,1184915,0m2.887s
15,png,0,1,1,0,1185043,0m2.891s
2,tiff,1,0,1,1,175430,0m0.202s
3,tiff,1,0,0,1,175430,0m0.195s
4,tiff,0,1,0,0,1698389,0m0.375s
5,tiff,0,0,0,0,1698331,0m0.350s
6,tiff,0,0,0,1,1696529,0m0.399s
7,tiff,0,1,1,0,1698406,0m0.343s
8,png,1,1,1,1,169388,0m0.176s
9,png,1,1,0,1,169395,0m0.171s
